IdLugarSalida,Lugar Salida,IdTranspSalidad,Transporte Internacional de Salida,FechaSalida,IdFecSalida,FechaEntrada,IdFecEntrada,IdNacionalidad,Pais,IdDeptoResidencia,Departamento,IdMotivo,Motivo,IdOcupacion,Ocupacion,IdNivelEstudio,Estudio,IdDestino,Destino,IdAlojamiento,Alojamiento,IdLugarIngreso,Lugar Ingreso,IdTranspIngreso,Transporte Internacional de Ingreso,IdTranspLocal,Trasporte Local,Estadia,Gente,GastoTotal,GastoAlojamiento,GastoAlimentacion,GastoTransporteInternac,GatoTransporteLocal,GastoCultural,GastoTours,GastoCompras,GastoResto,Coef,CoefTot
3,Aeropuerto de Carrasco,1,Aereo,2022-01-15,15355,2022-01-21,15361,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,40,Europa,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,6,2,3000.0,0.0,756.18,1260.0,396.68,0.0,0.0,1847.14,0.0,355.7,711.39
2,Puerto de montevideo,5,Maritimo - Fluvial,2024-04-05,16166,2024-04-08,16169,1,Uruguay,31,Maldonado,1,"Ocio, Recreo, Vacaciones",24,Trabajador Independiente,,,10,Argentina,1,Hotel,2,Puerto de montevideo,5,Maritimo - Fluvial,1,Auto propio,3,2,500.0,150.54,137.59,0.0,0.0,0.0,0.0,211.87,0.0,89.21,178.41
10,Salto,2,Terrestre Auto,2022-03-29,15428,2022-04-04,15434,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,6,4,1600.0,364.63,366.63,0.0,443.81,152.8,0.0,272.13,0.0,386.9,1547.62
4,Chuy,2,Terrestre Auto,2019-03-01,14304,2019-03-11,14314,1,Uruguay,32,Rocha,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",6.0,Terciaria completa,20,Brasil,5,Vivienda Arrendada,4,Chuy,2,Terrestre Auto,1,Auto propio,10,4,1700.0,1050.69,551.87,0.0,97.44,0.0,0.0,0.0,0.0,145.7,582.79
10,Salto,2,Terrestre Auto,2025-09-20,16699,2025-09-24,16703,1,Uruguay,60,Salto,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,4,2,400.0,0.0,105.61,0.0,104.09,68.34,0.0,121.96,0.0,154.96,309.93
10,Salto,2,Terrestre Auto,2019-06-10,14405,2019-06-14,14409,1,Uruguay,61,Paysandu,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,4,2,342.2,164.26,39.1,0.0,66.09,0.0,0.0,0.0,72.75,190.78,381.55
3,Aeropuerto de Carrasco,1,Aereo,2019-06-12,14407,2019-06-20,14415,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,33,Centro y Norte America,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,8,1,2500.0,0.0,252.72,1075.38,0.0,440.01,0.0,1807.26,0.0,253.84,253.84
1,Colonia,5,Maritimo - Fluvial,2023-06-29,15885,2023-07-11,15897,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",6.0,Terciaria completa,10,Argentina,5,Vivienda Arrendada,1,Colonia,5,Maritimo - Fluvial,2,Auto alquilado,12,2,1300.0,325.0,348.1,250.0,395.33,75.08,22.48,134.01,0.0,396.34,792.68
3,Aeropuerto de Carrasco,1,Aereo,2018-04-08,13977,2018-04-29,13998,1,Uruguay,42,Florida,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",6.0,Terciaria completa,40,Europa,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,6,Otros,21,2,6411.8,3782.92,1120.86,5616.0,280.22,0.0,0.0,1227.8,0.0,151.6,303.21
3,Aeropuerto de Carrasco,1,Aereo,2019-02-14,14289,2019-03-16,14319,1,Uruguay,21,Montevideo,9,Estudios,3,Estudiante,4.0,Secundaria completa,40,Europa,5,Vivienda Arrendada,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,30,1,4510.23,451.96,1938.94,1300.0,1006.18,209.24,0.0,903.92,0.0,182.5,182.5
7,Fray Bentos,3,Terrestre Bus,2023-12-18,16057,2023-12-23,16062,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,3,Terrestre Bus,4,Auto familiares / amigos,5,1,508.87,0.0,178.1,80.4,0.0,76.33,0.0,111.48,142.95,340.37,340.37
3,Aeropuerto de Carrasco,1,Aereo,2024-01-12,16082,2024-01-16,16086,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,27,Profesional dependiente,,,10,Argentina,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,4,1,550.0,119.25,110.85,181.29,119.9,0.0,0.0,200.0,0.0,387.82,387.82
8,Paysandú,2,Terrestre Auto,2018-08-04,14095,2018-08-08,14099,19,Brasil,53,Rivera,3,Trabajo / Profesion,11,"Patron, Com, Ind, Prod Agrop",5.0,Terciaria incompleta,10,Argentina,1,Hotel,8,Paysandú,2,Terrestre Auto,1,Auto propio,4,2,296.89,73.07,41.32,0.0,19.6,32.32,0.0,0.0,130.56,255.55,511.11
8,Paysandú,3,Terrestre Bus,2017-07-09,13704,2017-07-16,13711,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,2,Ama de casa,3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,3,Terrestre Bus,0,Sin Datos,7,2,215.24,0.0,61.39,0.0,0.0,21.73,0.0,113.44,18.68,187.41,374.81
7,Fray Bentos,3,Terrestre Bus,2017-03-09,13582,2017-03-13,13586,1,Uruguay,21,Montevideo,7,Otros,14,"Jefe, Capataz, Encargado",4.0,Secundaria completa,10,Argentina,1,Hotel,7,Fray Bentos,3,Terrestre Bus,0,Sin Datos,4,1,400.0,144.8,90.5,9.0,43.44,0.0,0.0,121.27,0.0,99.93,99.93
8,Paysandú,2,Terrestre Auto,2023-04-08,15803,2023-04-12,15807,1,Uruguay,43,Tacuarembo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",6.0,Terciaria completa,10,Argentina,1,Hotel,8,Paysandú,2,Terrestre Auto,1,Auto propio,4,3,600.0,126.01,119.4,0.0,139.44,77.26,0.0,137.89,0.0,769.22,2307.65
8,Paysandú,2,Terrestre Auto,2023-12-27,16066,2023-12-27,16066,1,Uruguay,61,Paysandu,10,Compras,11,"Patron, Com, Ind, Prod Agrop",3.0,Secundaria incompleta,10,Argentina,11,Otros,8,Paysandú,2,Terrestre Auto,1,Auto propio,1,1,23.89,0.0,0.0,0.0,0.0,0.0,0.0,23.89,0.0,844.41,844.41
2,Puerto de montevideo,5,Maritimo - Fluvial,2023-05-25,15850,2023-05-29,15854,1,Uruguay,21,Montevideo,10,Compras,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,2,Puerto de montevideo,5,Maritimo - Fluvial,3,Taxi - Bus,4,2,600.0,198.69,186.23,0.0,0.0,0.0,0.0,215.08,0.0,256.53,513.06
3,Aeropuerto de Carrasco,1,Aereo,2019-12-15,14593,2019-12-22,14600,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,7,2,1607.05,683.03,202.38,1464.0,50.59,0.0,86.43,584.62,0.0,226.29,452.58
10,Salto,2,Terrestre Auto,2023-04-06,15801,2023-04-10,15805,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",5.0,Terciaria incompleta,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,4,4,2041.53,428.77,406.25,0.0,474.45,262.88,0.0,469.17,0.0,596.27,2385.06
1,Colonia,5,Maritimo - Fluvial,2024-09-06,16320,2024-09-09,16323,1,Uruguay,20,Canelones,2,Visita familiares / amigos,25,Trabajador dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,3,1,200.0,0.0,0.0,0.0,59.6,50.42,0.0,89.98,0.0,321.38,321.38
1,Colonia,5,Maritimo - Fluvial,2017-03-15,13588,2017-03-20,13593,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,0,Sin Datos,5,2,1400.0,366.49,229.06,70.0,109.95,0.0,0.0,245.55,448.95,150.92,301.84
10,Salto,2,Terrestre Auto,2017-07-02,13697,2017-07-05,13700,1,Uruguay,60,Salto,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,0,Sin Datos,3,3,192.03,0.0,104.74,0.0,34.91,0.0,0.0,40.15,12.22,131.33,393.99
7,Fray Bentos,3,Terrestre Bus,2018-01-17,13896,2018-01-22,13901,1,Uruguay,11,Saqn Jose,2,Visita familiares / amigos,15,"Obrero esp, Conductor, Artesano",3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,5,1,350.0,0.0,130.0,90.0,30.0,69.46,0.0,0.0,120.54,229.44,229.44
10,Salto,2,Terrestre Auto,2018-09-15,14137,2018-09-18,14140,1,Uruguay,51,Artigas,3,Trabajo / Profesion,14,"Jefe, Capataz, Encargado",4.0,Secundaria completa,10,Argentina,1,Hotel,8,Paysandú,2,Terrestre Auto,1,Auto propio,3,2,480.0,183.15,104.56,0.0,51.54,0.0,0.0,0.0,140.75,535.74,1071.47
7,Fray Bentos,2,Terrestre Auto,2019-12-13,14591,2019-12-16,14594,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,3,Hostel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,3,4,900.0,345.0,138.92,0.0,199.0,0.0,0.0,217.08,0.0,49.53,198.13
3,Aeropuerto de Carrasco,1,Aereo,2022-07-20,15541,2022-07-22,15543,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,11,"Patron, Com, Ind, Prod Agrop",6.0,Terciaria completa,20,Brasil,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,2,1,370.0,300.0,50.0,730.0,20.0,0.0,0.0,0.0,0.0,472.98,472.98
1,Colonia,5,Maritimo - Fluvial,2018-12-15,14228,2018-12-19,14232,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,1,Hotel,8,Paysandú,3,Terrestre Bus,3,Taxi - Bus,4,1,620.0,148.45,84.96,125.9,122.55,0.0,0.0,101.53,162.51,604.51,604.51
2,Puerto de montevideo,5,Maritimo - Fluvial,2017-10-05,13792,2017-10-10,13797,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,5,Vivienda Arrendada,2,Puerto de montevideo,5,Maritimo - Fluvial,3,Taxi - Bus,5,1,500.0,200.0,101.14,0.0,0.0,0.0,0.0,0.0,198.86,103.13,103.13
2,Puerto de montevideo,5,Maritimo - Fluvial,2025-09-07,16686,2025-09-12,16691,1,Uruguay,20,Canelones,2,Visita familiares / amigos,25,Trabajador dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,2,Puerto de montevideo,5,Maritimo - Fluvial,4,Auto familiares / amigos,5,1,300.0,0.0,103.11,0.0,101.63,0.0,0.0,95.26,0.0,302.21,302.21
10,Salto,2,Terrestre Auto,2019-01-08,14252,2019-01-14,14258,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,11,"Patron, Com, Ind, Prod Agrop",5.0,Terciaria incompleta,30,Paraguay,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,6,4,3000.0,750.0,295.28,0.0,958.31,305.0,0.0,691.4,0.0,244.33,977.31
3,Aeropuerto de Carrasco,1,Aereo,2022-04-20,15450,2022-05-20,15480,1,Uruguay,21,Montevideo,9,Estudios,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,20,Brasil,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,30,1,1102.72,592.05,510.68,466.56,0.0,0.0,0.0,0.0,0.0,305.49,305.49
1,Colonia,5,Maritimo - Fluvial,2019-12-15,14593,2019-12-20,14598,1,Uruguay,11,Saqn Jose,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,4,Auto familiares / amigos,5,2,1007.89,0.0,244.45,125.05,0.0,135.14,0.0,229.2,399.11,248.49,496.98
4,Chuy,2,Terrestre Auto,2022-12-10,15684,2022-12-16,15690,1,Uruguay,31,Maldonado,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,20,Brasil,1,Hotel,4,Chuy,2,Terrestre Auto,3,Taxi - Bus,6,2,754.26,238.67,205.34,0.0,53.15,0.0,0.0,207.39,49.71,121.72,243.44
15,Artigas,2,Terrestre Auto,2020-03-11,14680,2020-03-16,14685,1,Uruguay,51,Artigas,1,"Ocio, Recreo, Vacaciones",14,"Jefe, Capataz, Encargado",4.0,Secundaria completa,20,Brasil,1,Hotel,15,Artigas,2,Terrestre Auto,1,Auto propio,5,2,600.0,277.57,150.0,0.0,40.0,100.0,0.0,0.0,32.43,78.57,157.14
7,Fray Bentos,2,Terrestre Auto,2019-06-06,14401,2019-06-10,14405,1,Uruguay,12,Rio Negro,2,Visita familiares / amigos,2,Ama de casa,3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,4,4,680.85,0.0,283.69,0.0,170.21,0.0,0.0,226.95,0.0,131.62,526.49
3,Aeropuerto de Carrasco,1,Aereo,2022-12-03,15677,2022-12-21,15695,51,España,21,Montevideo,2,Visita familiares / amigos,1,"Jubilado, Pensionista",4.0,Secundaria completa,40,Europa,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,18,2,4320.83,0.0,2184.75,3000.0,0.0,454.79,0.0,1681.29,0.0,247.33,247.58
1,Colonia,5,Maritimo - Fluvial,2024-04-09,16170,2024-04-14,16175,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",3,Estudiante,,,10,Argentina,5,Vivienda Arrendada,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,5,2,600.0,142.64,130.37,0.0,139.04,67.49,0.0,120.45,0.0,273.01,546.03
3,Aeropuerto de Carrasco,1,Aereo,2022-11-25,15669,2022-12-03,15677,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,1,"Jubilado, Pensionista",4.0,Secundaria completa,20,Brasil,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,8,2,489.61,0.0,280.46,972.49,0.0,0.0,0.0,209.15,0.0,91.58,102.29
1,Colonia,5,Maritimo - Fluvial,2023-10-24,16002,2023-10-28,16006,1,Uruguay,10,Colonia,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",6.0,Terciaria completa,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,4,2,400.0,130.0,120.0,239.85,0.0,50.0,0.0,100.0,0.0,297.19,594.38
3,Aeropuerto de Carrasco,1,Aereo,2017-04-16,13620,2017-04-23,13627,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,20,Brasil,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,7,2,739.0,544.66,140.0,715.0,40.34,0.0,0.0,0.0,14.0,119.64,239.29
3,Aeropuerto de Carrasco,1,Aereo,2017-05-15,13649,2017-05-22,13656,10,Argentina,21,Montevideo,2,Visita familiares / amigos,2,Ama de casa,4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,7,1,120.0,0.0,41.82,0.0,0.0,0.0,0.0,0.0,78.18,114.08,114.08
4,Chuy,2,Terrestre Auto,2023-01-02,15707,2023-01-16,15721,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",14,"Jefe, Capataz, Encargado",4.0,Secundaria completa,20,Brasil,1,Hotel,4,Chuy,2,Terrestre Auto,1,Auto propio,14,5,2400.0,1000.0,600.0,0.0,250.0,150.0,0.0,257.51,142.49,91.58,102.29
1,Colonia,5,Maritimo - Fluvial,2024-06-11,16233,2024-06-12,16234,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,27,Profesional dependiente,,,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,1,1,79.78,27.92,25.39,119.92,26.48,0.0,0.0,0.0,0.0,127.13,127.13
3,Aeropuerto de Carrasco,1,Aereo,2019-09-10,14497,2019-09-22,14509,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,33,Centro y Norte America,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,12,2,3000.0,0.0,412.2,2158.1,262.69,460.31,0.0,1864.8,0.0,258.63,517.25
1,Colonia,5,Maritimo - Fluvial,2019-01-07,14251,2019-01-11,14255,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,4,3,1245.72,0.0,283.04,387.84,420.18,203.85,0.0,338.65,0.0,168.95,506.84
8,Paysandú,2,Terrestre Auto,2023-07-31,15917,2023-08-04,15921,1,Uruguay,41,Flores,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,8,Paysandú,2,Terrestre Auto,1,Auto propio,4,4,1585.16,422.71,422.71,0.0,105.68,84.54,0.0,266.45,283.07,820.14,3280.57
10,Salto,2,Terrestre Auto,2024-06-18,16240,2024-06-22,16244,1,Uruguay,60,Salto,1,"Ocio, Recreo, Vacaciones",24,Trabajador Independiente,,,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,4,2,436.42,111.66,101.56,0.0,105.91,0.0,0.0,117.29,0.0,228.14,456.29
7,Fray Bentos,3,Terrestre Bus,2025-06-08,16595,2025-06-14,16601,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",26,Profesional independiente,,,10,Argentina,1,Hotel,7,Fray Bentos,3,Terrestre Bus,3,Taxi - Bus,6,2,2932.61,661.75,584.17,67.39,576.05,0.0,0.0,449.77,660.86,116.6,233.19
4,Chuy,2,Terrestre Auto,2017-12-28,13876,2018-01-08,13887,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,20,Brasil,2,Appart Hotel,4,Chuy,2,Terrestre Auto,1,Auto propio,11,4,1196.13,700.0,274.88,1200.0,140.86,0.0,0.0,80.39,0.0,147.19,588.77
1,Colonia,5,Maritimo - Fluvial,2018-12-29,14242,2019-01-03,14247,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,5,2,1600.0,415.08,236.06,258.56,350.43,0.0,0.0,225.95,372.48,168.95,337.89
10,Salto,2,Terrestre Auto,2024-01-23,16093,2024-02-02,16103,1,Uruguay,11,Saqn Jose,1,"Ocio, Recreo, Vacaciones",99,Otros,,,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,2,Auto alquilado,10,2,1858.99,350.0,507.81,0.0,200.0,131.44,20.0,60.0,589.73,277.22,554.45
4,Chuy,2,Terrestre Auto,2024-01-31,16101,2024-02-10,16111,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,20,Brasil,30,Vivienda arrendada X plataforma,18,Río Branco,2,Terrestre Auto,1,Auto propio,10,4,1943.29,639.24,511.39,0.0,230.13,127.85,0.0,383.54,51.14,277.22,1108.9
3,Aeropuerto de Carrasco,1,Aereo,2023-08-18,15935,2023-09-05,15953,1,Uruguay,31,Maldonado,2,Visita familiares / amigos,1,"Jubilado, Pensionista",4.0,Secundaria completa,33,Centro y Norte America,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,18,2,4500.0,0.0,796.61,2069.35,503.69,571.59,78.99,2549.12,0.0,225.42,450.83
7,Fray Bentos,2,Terrestre Auto,2023-10-13,15991,2023-10-16,15994,1,Uruguay,11,Saqn Jose,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,10,Argentina,5,Vivienda Arrendada,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,3,4,800.0,181.6,169.46,0.0,188.0,0.0,0.0,260.94,0.0,578.17,2312.69
8,Paysandú,2,Terrestre Auto,2024-07-05,16257,2024-07-05,16257,1,Uruguay,61,Paysandu,10,Compras,25,Trabajador dependiente,,,10,Argentina,31,Ninguno,8,Paysandú,2,Terrestre Auto,1,Auto propio,1,2,74.7,0.0,13.3,0.0,0.0,0.0,0.0,61.39,0.0,580.02,1160.04
8,Paysandú,2,Terrestre Auto,2023-01-23,15728,2023-02-01,15737,1,Uruguay,61,Paysandu,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",7.0,Otros,10,Argentina,5,Vivienda Arrendada,8,Paysandú,2,Terrestre Auto,1,Auto propio,9,5,3970.42,450.0,300.0,0.0,1362.68,200.0,0.0,200.0,1457.75,406.25,2031.26
13,Rivera,2,Terrestre Auto,2018-01-11,13890,2018-01-15,13894,1,Uruguay,53,Rivera,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,20,Brasil,1,Hotel,13,Rivera,2,Terrestre Auto,1,Auto propio,4,2,640.0,280.0,240.0,0.0,100.0,0.0,0.0,0.0,20.0,74.77,149.53
1,Colonia,5,Maritimo - Fluvial,2024-02-14,16115,2024-02-17,16118,1,Uruguay,21,Montevideo,10,Compras,25,Trabajador dependiente,,,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,3,2,500.0,147.34,138.85,0.0,0.0,0.0,0.0,213.81,0.0,180.46,360.93
7,Fray Bentos,2,Terrestre Auto,2023-11-06,16015,2023-11-09,16018,1,Uruguay,12,Rio Negro,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,3,3,303.38,0.0,101.13,0.0,37.92,0.0,0.0,92.56,71.78,630.57,1891.71
8,Paysandú,2,Terrestre Auto,2022-12-28,15702,2022-12-28,15702,1,Uruguay,61,Paysandu,10,Compras,15,"Obrero esp, Conductor, Artesano",3.0,Secundaria incompleta,10,Argentina,11,Otros,8,Paysandú,2,Terrestre Auto,1,Auto propio,1,3,58.4,0.0,10.4,0.0,0.0,0.0,0.0,48.0,0.0,79.35,78.43
3,Aeropuerto de Carrasco,1,Aereo,2020-02-15,14655,2020-03-05,14674,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",6.0,Terciaria completa,50,Africa,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,19,1,1000.0,0.0,124.44,0.0,313.6,0.0,0.0,561.96,0.0,383.58,383.58
7,Fray Bentos,3,Terrestre Bus,2017-10-01,13788,2017-10-04,13791,1,Uruguay,12,Rio Negro,5,Tratamiento Salud,2,Ama de casa,4.0,Secundaria completa,10,Argentina,11,Otros,8,Paysandú,3,Terrestre Bus,3,Taxi - Bus,3,2,490.0,154.72,92.53,17.07,60.84,0.0,0.0,0.0,181.92,206.18,412.37
10,Salto,2,Terrestre Auto,2019-08-08,14464,2019-08-14,14470,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,6,2,1500.0,467.95,265.49,0.0,428.26,131.85,0.0,206.45,0.0,195.1,390.2
3,Aeropuerto de Carrasco,1,Aereo,2021-12-24,15333,2022-01-08,15348,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,1,"Jubilado, Pensionista",6.0,Terciaria completa,20,Brasil,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,15,1,800.0,0.0,645.92,511.29,0.0,0.0,0.0,0.0,154.08,355.7,355.7
2,Puerto de montevideo,5,Maritimo - Fluvial,2019-05-23,14387,2019-05-29,14393,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,1,"Jubilado, Pensionista",5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,2,Puerto de montevideo,5,Maritimo - Fluvial,4,Auto familiares / amigos,6,1,455.02,0.0,111.29,0.0,0.0,56.68,0.0,87.3,199.75,478.2,478.2
10,Salto,2,Terrestre Auto,2025-07-16,16633,2025-07-21,16638,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,5,2,513.68,143.15,126.95,0.0,126.29,0.0,0.0,117.29,0.0,123.92,247.84
1,Colonia,5,Maritimo - Fluvial,2018-03-23,13961,2018-03-26,13964,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,3,1,322.73,0.0,84.65,99.93,40.71,82.15,0.0,115.21,0.0,262.36,262.36
7,Fray Bentos,2,Terrestre Auto,2018-10-11,14163,2018-10-15,14167,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,10,Argentina,1,Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,4,2,1400.0,429.29,241.99,0.0,113.35,0.0,0.0,289.08,326.29,180.81,361.61
